seat_no,seat_num,row,screen_id,section
274582,12,AAA,1,center
274583,11,AAA,1,center
274584,10,AAA,1,center
274585,9,AAA,1,center
274586,8,AAA,1,center
274587,7,AAA,1,center
274588,6,AAA,1,center
274589,5,AAA,1,center
274590,4,AAA,1,center
274591,3,AAA,1,center
274592,2,AAA,1,center
274593,1,AAA,1,center
274651,108,BBB,1,left
274652,106,BBB,1,left
274653,104,BBB,1,left
274654,102,BBB,1,left
274660,14,BBB,1,center
274661,13,BBB,1,center
274662,12,BBB,1,center
274663,11,BBB,1,center
274664,10,BBB,1,center
274665,9,BBB,1,center
274666,8,BBB,1,center
274667,7,BBB,1,center
274668,6,BBB,1,center
274669,5,BBB,1,center
274670,4,BBB,1,center
274671,3,BBB,1,center
274672,2,BBB,1,center
274673,1,BBB,1,center
274677,101,BBB,1,right
274678,103,BBB,1,right
274679,105,BBB,1,right
274680,107,BBB,1,right
274730,110,A,1,left
274731,108,A,1,left
274732,106,A,1,left
274733,104,A,1,left
274734,102,A,1,left
274739,15,A,1,center
274740,14,A,1,center
274741,13,A,1,center
274742,12,A,1,center
274743,11,A,1,center
274744,10,A,1,center
274745,9,A,1,center
274746,8,A,1,center
274747,7,A,1,center
274748,6,A,1,center
274749,5,A,1,center
274750,4,A,1,center
274751,3,A,1,center
274752,2,A,1,center
274753,1,A,1,center
274757,101,A,1,right
274758,103,A,1,right
274759,105,A,1,right
274760,107,A,1,right
274761,109,A,1,right
274810,110,B,1,left
274811,108,B,1,left
274812,106,B,1,left
274813,104,B,1,left
274814,102,B,1,left
274818,16,B,1,center
274819,15,B,1,center
274820,14,B,1,center
274821,13,B,1,center
274822,12,B,1,center
274823,11,B,1,center
274824,10,B,1,center
274825,9,B,1,center
274826,8,B,1,center
274827,7,B,1,center
274828,6,B,1,center
274829,5,B,1,center
274830,4,B,1,center
274831,3,B,1,center
274832,2,B,1,center
274833,1,B,1,center
274837,101,B,1,right
274838,103,B,1,right
274839,105,B,1,right
274840,107,B,1,right
274841,109,B,1,right
274842,111,B,1,right
274979,15,C,1,center
274980,14,C,1,center
274981,13,C,1,center
274982,12,C,1,center
274983,11,C,1,center
274984,10,C,1,center
274985,9,C,1,center
274986,8,C,1,center
274987,7,C,1,center
274988,6,C,1,center
274989,5,C,1,center
274990,4,C,1,center
274991,3,C,1,center
274992,2,C,1,center
274993,1,C,1,center
275128,114,D,1,left
275129,112,D,1,left
275130,110,D,1,left
275131,108,D,1,left
275132,106,D,1,left
275133,104,D,1,left
275134,102,D,1,left
275139,15,D,1,center
275140,14,D,1,center
275141,13,D,1,center
275142,12,D,1,center
275143,11,D,1,center
275144,10,D,1,center
275145,9,D,1,center
275146,8,D,1,center
275147,7,D,1,center
275148,6,D,1,center
275149,5,D,1,center
275150,4,D,1,center
275151,3,D,1,center
275152,2,D,1,center
275153,1,D,1,center
275157,101,D,1,right
275158,103,D,1,right
275159,105,D,1,right
275160,107,D,1,right
275161,109,D,1,right
275162,111,D,1,right
275163,113,D,1,right
275205,120,E,1,left
275206,118,E,1,left
275207,116,E,1,left
275208,114,E,1,left
275209,112,E,1,left
275210,110,E,1,left
275211,108,E,1,left
275212,106,E,1,left
275213,104,E,1,left
275214,102,E,1,left
275218,16,E,1,center
275219,15,E,1,center
275220,14,E,1,center
275221,13,E,1,center
275222,12,E,1,center
275223,11,E,1,center
275224,10,E,1,center
275225,9,E,1,center
275226,8,E,1,center
275227,7,E,1,center
275228,6,E,1,center
275229,5,E,1,center
275230,4,E,1,center
275231,3,E,1,center
275232,2,E,1,center
275233,1,E,1,center
275237,101,E,1,right
275238,103,E,1,right
275239,105,E,1,right
275240,107,E,1,right
275241,109,E,1,right
275242,111,E,1,right
275243,113,E,1,right
275244,115,E,1,right
275245,117,E,1,right
275246,119,E,1,right
275284,122,F,1,left
275285,120,F,1,left
275286,118,F,1,left
275287,116,F,1,left
275288,114,F,1,left
275289,112,F,1,left
275290,110,F,1,left
275291,108,F,1,left
275292,106,F,1,left
275293,104,F,1,left
275294,102,F,1,left
275298,16,F,1,center
275299,15,F,1,center
275300,14,F,1,center
275301,13,F,1,center
275302,12,F,1,center
275303,11,F,1,center
275304,10,F,1,center
275305,9,F,1,center
275306,8,F,1,center
275307,7,F,1,center
275308,6,F,1,center
275309,5,F,1,center
275310,4,F,1,center
275311,3,F,1,center
275312,2,F,1,center
275313,1,F,1,center
275317,101,F,1,right
275318,103,F,1,right
275319,105,F,1,right
275320,107,F,1,right
275321,109,F,1,right
275322,111,F,1,right
275323,113,F,1,right
275324,115,F,1,right
275325,117,F,1,right
275326,119,F,1,right
275327,121,F,1,right
275363,124,G,1,left
275364,122,G,1,left
275365,120,G,1,left
275366,118,G,1,left
275367,116,G,1,left
275368,114,G,1,left
275369,112,G,1,left
275370,110,G,1,left
275371,108,G,1,left
275372,106,G,1,left
275373,104,G,1,left
275374,102,G,1,left
275378,16,G,1,center
275379,15,G,1,center
275380,14,G,1,center
275381,13,G,1,center
275382,12,G,1,center
275383,11,G,1,center
275384,10,G,1,center
275385,9,G,1,center
275386,8,G,1,center
275387,7,G,1,center
275388,6,G,1,center
275389,5,G,1,center
275390,4,G,1,center
275391,3,G,1,center
275392,2,G,1,center
275393,1,G,1,center
275397,101,G,1,right
275398,103,G,1,right
275399,105,G,1,right
275400,107,G,1,right
275401,109,G,1,right
275402,111,G,1,right
275403,113,G,1,right
275404,115,G,1,right
275405,117,G,1,right
275406,119,G,1,right
275407,121,G,1,right
275408,123,G,1,right
275442,126,H,1,left
275443,124,H,1,left
275444,122,H,1,left
275445,120,H,1,left
275446,118,H,1,left
275447,116,H,1,left
275448,114,H,1,left
275449,112,H,1,left
275450,110,H,1,left
275451,108,H,1,left
275452,106,H,1,left
275453,104,H,1,left
275454,102,H,1,left
275458,16,H,1,center
275459,15,H,1,center
275460,14,H,1,center
275461,13,H,1,center
275462,12,H,1,center
275463,11,H,1,center
275464,10,H,1,center
275465,9,H,1,center
275466,8,H,1,center
275467,7,H,1,center
275468,6,H,1,center
275469,5,H,1,center
275470,4,H,1,center
275471,3,H,1,center
275472,2,H,1,center
275473,1,H,1,center
275477,101,H,1,right
275478,103,H,1,right
275479,105,H,1,right
275480,107,H,1,right
275481,109,H,1,right
275482,111,H,1,right
275483,113,H,1,right
275484,115,H,1,right
275485,117,H,1,right
275486,119,H,1,right
275487,121,H,1,right
275488,123,H,1,right
275489,125,H,1,right
275521,128,J,1,left
275522,126,J,1,left
275523,124,J,1,left
275524,122,J,1,left
275525,120,J,1,left
275526,118,J,1,left
275527,116,J,1,left
275528,114,J,1,left
275529,112,J,1,left
275530,110,J,1,left
275531,108,J,1,left
275532,106,J,1,left
275533,104,J,1,left
275534,102,J,1,left
275538,16,J,1,center
275539,15,J,1,center
275540,14,J,1,center
275541,13,J,1,center
275542,12,J,1,center
275543,11,J,1,center
275544,10,J,1,center
275545,9,J,1,center
275546,8,J,1,center
275547,7,J,1,center
275548,6,J,1,center
275549,5,J,1,center
275550,4,J,1,center
275551,3,J,1,center
275552,2,J,1,center
275553,1,J,1,center
275557,101,J,1,right
275558,103,J,1,right
275559,105,J,1,right
275560,107,J,1,right
275561,109,J,1,right
275562,111,J,1,right
275563,113,J,1,right
275564,115,J,1,right
275565,117,J,1,right
275566,119,J,1,right
275567,121,J,1,right
275568,123,J,1,right
275569,125,J,1,right
275570,127,J,1,right
275601,128,K,1,left
275602,126,K,1,left
275603,124,K,1,left
275604,122,K,1,left
275605,120,K,1,left
275606,118,K,1,left
275607,116,K,1,left
275608,114,K,1,left
275609,112,K,1,left
275610,110,K,1,left
275611,108,K,1,left
275612,106,K,1,left
275613,104,K,1,left
275614,102,K,1,left
275618,16,K,1,center
275619,15,K,1,center
275620,14,K,1,center
275621,13,K,1,center
275622,12,K,1,center
275623,11,K,1,center
275624,10,K,1,center
275625,9,K,1,center
275626,8,K,1,center
275627,7,K,1,center
275628,6,K,1,center
275629,5,K,1,center
275630,4,K,1,center
275631,3,K,1,center
275632,2,K,1,center
275633,1,K,1,center
275637,101,K,1,right
275638,103,K,1,right
275639,105,K,1,right
275640,107,K,1,right
275641,109,K,1,right
275642,111,K,1,right
275643,113,K,1,right
275644,115,K,1,right
275645,117,K,1,right
275646,119,K,1,right
275647,121,K,1,right
275648,123,K,1,right
275649,125,K,1,right
275650,127,K,1,right
275681,128,L,1,left
275682,126,L,1,left
275683,124,L,1,left
275684,122,L,1,left
275685,120,L,1,left
275686,118,L,1,left
275687,116,L,1,left
275688,114,L,1,left
275689,112,L,1,left
275690,110,L,1,left
275691,108,L,1,left
275692,106,L,1,left
275693,104,L,1,left
275694,102,L,1,left
275698,16,L,1,center
275699,15,L,1,center
275700,14,L,1,center
275701,13,L,1,center
275702,12,L,1,center
275703,11,L,1,center
275704,10,L,1,center
275705,9,L,1,center
275706,8,L,1,center
275707,7,L,1,center
275708,6,L,1,center
275709,5,L,1,center
275710,4,L,1,center
275711,3,L,1,center
275712,2,L,1,center
275713,1,L,1,center
275717,101,L,1,right
275718,103,L,1,right
275719,105,L,1,right
275720,107,L,1,right
275721,109,L,1,right
275722,111,L,1,right
275723,113,L,1,right
275724,115,L,1,right
275725,117,L,1,right
275726,119,L,1,right
275727,121,L,1,right
275728,123,L,1,right
275729,125,L,1,right
275730,127,L,1,right
275761,128,M,1,left
275762,126,M,1,left
275763,124,M,1,left
275764,122,M,1,left
275765,120,M,1,left
275766,118,M,1,left
275767,116,M,1,left
275768,114,M,1,left
275769,112,M,1,left
275770,110,M,1,left
275771,108,M,1,left
275772,106,M,1,left
275773,104,M,1,left
275774,102,M,1,left
275778,16,M,1,center
275779,15,M,1,center
275780,14,M,1,center
275781,13,M,1,center
275782,12,M,1,center
275783,11,M,1,center
275784,10,M,1,center
275785,9,M,1,center
275786,8,M,1,center
275787,7,M,1,center
275788,6,M,1,center
275789,5,M,1,center
275790,4,M,1,center
275791,3,M,1,center
275792,2,M,1,center
275793,1,M,1,center
275797,101,M,1,right
275798,103,M,1,right
275799,105,M,1,right
275800,107,M,1,right
275801,109,M,1,right
275802,111,M,1,right
275803,113,M,1,right
275804,115,M,1,right
275805,117,M,1,right
275806,119,M,1,right
275807,121,M,1,right
275808,123,M,1,right
275809,125,M,1,right
275810,127,M,1,right
275842,126,N,1,left
275843,124,N,1,left
275844,122,N,1,left
275845,120,N,1,left
275846,118,N,1,left
275847,116,N,1,left
275848,114,N,1,left
275849,112,N,1,left
275850,110,N,1,left
275851,108,N,1,left
275852,106,N,1,left
275853,104,N,1,left
275854,102,N,1,left
275858,16,N,1,center
275859,15,N,1,center
275860,14,N,1,center
275861,13,N,1,center
275862,12,N,1,center
275863,11,N,1,center
275864,10,N,1,center
275865,9,N,1,center
275866,8,N,1,center
275867,7,N,1,center
275868,6,N,1,center
275869,5,N,1,center
275870,4,N,1,center
275871,3,N,1,center
275872,2,N,1,center
275873,1,N,1,center
275877,101,N,1,right
275878,103,N,1,right
275879,105,N,1,right
275880,107,N,1,right
275881,109,N,1,right
275882,111,N,1,right
275883,113,N,1,right
275884,115,N,1,right
275885,117,N,1,right
275886,119,N,1,right
275887,121,N,1,right
275888,123,N,1,right
275889,125,N,1,right
,,,,
276321,126,P,2,left
276322,124,P,2,left
276323,122,P,2,left
276324,120,P,2,left
276325,118,P,2,left
276326,116,P,2,left
276327,114,P,2,left
276328,112,P,2,left
276329,110,P,2,left
276330,108,P,2,left
276331,106,P,2,left
276332,104,P,2,left
276333,102,P,2,left
276338,16,P,2,center
276339,15,P,2,center
276340,14,P,2,center
276341,13,P,2,center
276342,12,P,2,center
276343,11,P,2,center
276344,10,P,2,center
276345,9,P,2,center
276346,8,P,2,center
276347,7,P,2,center
276348,6,P,2,center
276349,5,P,2,center
276350,4,P,2,center
276351,3,P,2,center
276352,2,P,2,center
276353,1,P,2,center
276358,101,P,2,right
276359,103,P,2,right
276360,105,P,2,right
276361,107,P,2,right
276362,109,P,2,right
276363,111,P,2,right
276364,113,P,2,right
276365,115,P,2,right
276366,117,P,2,right
276367,119,P,2,right
276368,121,P,2,right
276369,123,P,2,right
276370,125,P,2,right
276402,124,Q,2,left
276403,122,Q,2,left
276404,120,Q,2,left
276405,118,Q,2,left
276406,116,Q,2,left
276407,114,Q,2,left
276408,112,Q,2,left
276409,110,Q,2,left
276410,108,Q,2,left
276411,106,Q,2,left
276412,104,Q,2,left
276413,102,Q,2,left
276418,16,Q,2,center
276419,15,Q,2,center
276420,14,Q,2,center
276421,13,Q,2,center
276422,12,Q,2,center
276423,11,Q,2,center
276424,10,Q,2,center
276425,9,Q,2,center
276426,8,Q,2,center
276427,7,Q,2,center
276428,6,Q,2,center
276429,5,Q,2,center
276430,4,Q,2,center
276431,3,Q,2,center
276432,2,Q,2,center
276433,1,Q,2,center
276438,101,Q,2,right
276439,103,Q,2,right
276440,105,Q,2,right
276441,107,Q,2,right
276442,109,Q,2,right
276443,111,Q,2,right
276444,113,Q,2,right
276445,115,Q,2,right
276446,117,Q,2,right
276447,119,Q,2,right
276448,121,Q,2,right
276449,123,Q,2,right
276483,122,R,2,left
276484,120,R,2,left
276485,118,R,2,left
276486,116,R,2,left
276487,114,R,2,left
276488,112,R,2,left
276489,110,R,2,left
276490,108,R,2,left
276491,106,R,2,left
276492,104,R,2,left
276493,102,R,2,left
276498,16,R,2,center
276499,15,R,2,center
276500,14,R,2,center
276501,13,R,2,center
276502,12,R,2,center
276503,11,R,2,center
276504,10,R,2,center
276505,9,R,2,center
276506,8,R,2,center
276507,7,R,2,center
276508,6,R,2,center
276509,5,R,2,center
276510,4,R,2,center
276511,3,R,2,center
276512,2,R,2,center
276513,1,R,2,center
276518,101,R,2,right
276519,103,R,2,right
276520,105,R,2,right
276521,107,R,2,right
276522,109,R,2,right
276523,111,R,2,right
276524,113,R,2,right
276525,115,R,2,right
276526,117,R,2,right
276527,119,R,2,right
276528,121,R,2,right
276565,118,S,2,left
276566,116,S,2,left
276567,114,S,2,left
276568,112,S,2,left
276569,110,S,2,left
276570,108,S,2,left
276571,106,S,2,left
276572,104,S,2,left
276573,102,S,2,left
276577,17,S,2,center
276578,16,S,2,center
276579,15,S,2,center
276580,14,S,2,center
276581,13,S,2,center
276582,12,S,2,center
276583,11,S,2,center
276584,10,S,2,center
276585,9,S,2,center
276586,8,S,2,center
276587,7,S,2,center
276588,6,S,2,center
276589,5,S,2,center
276590,4,S,2,center
276591,3,S,2,center
276592,2,S,2,center
276593,1,S,2,center
276598,101,S,2,right
276599,103,S,2,right
276600,105,S,2,right
276601,107,S,2,right
276602,109,S,2,right
276603,111,S,2,right
276604,113,S,2,right
276605,115,S,2,right
276606,117,S,2,right
276648,112,T,2,left
276649,110,T,2,left
276650,108,T,2,left
276651,106,T,2,left
276652,104,T,2,left
276653,102,T,2,left
276657,17,T,2,center
276658,16,T,2,center
276659,15,T,2,center
276660,14,T,2,center
276661,13,T,2,center
276662,12,T,2,center
276663,11,T,2,center
276664,10,T,2,center
276665,9,T,2,center
276666,8,T,2,center
276667,7,T,2,center
276668,6,T,2,center
276669,5,T,2,center
276670,4,T,2,center
276671,3,T,2,center
276672,2,T,2,center
276673,1,T,2,center
276678,101,T,2,right
276679,103,T,2,right
276680,105,T,2,right
276681,107,T,2,right
276682,109,T,2,right
276683,111,T,2,right
276732,104,U,2,left
276733,102,U,2,left
276737,17,U,2,center
276738,16,U,2,center
276739,15,U,2,center
276740,14,U,2,center
276741,13,U,2,center
276742,12,U,2,center
276743,11,U,2,center
276744,10,U,2,center
276745,9,U,2,center
276746,8,U,2,center
276747,7,U,2,center
276748,6,U,2,center
276749,5,U,2,center
276750,4,U,2,center
276751,3,U,2,center
276752,2,U,2,center
276753,1,U,2,center
276758,101,U,2,right
276759,103,U,2,right
276819,13,V,2,center
276820,12,V,2,center
276821,11,V,2,center
276822,10,V,2,center
276823,9,V,2,center
276824,8,V,2,center
276825,7,V,2,center
276826,6,V,2,center
276827,5,V,2,center
276828,4,V,2,center
276829,3,V,2,center
276830,2,V,2,center
276831,1,V,2,center
277037,132,SS,2,left
277038,130,SS,2,left
277039,128,SS,2,left
277040,126,SS,2,left
277041,124,SS,2,left
277042,122,SS,2,left
277043,120,SS,2,left
277044,118,SS,2,left
277045,116,SS,2,left
277046,114,SS,2,left
277047,112,SS,2,left
277048,110,SS,2,left
277049,108,SS,2,left
277050,106,SS,2,left
277051,104,SS,2,left
277052,102,SS,2,left
277058,17,SS,2,center
277059,16,SS,2,center
277060,15,SS,2,center
277061,14,SS,2,center
277062,13,SS,2,center
277063,12,SS,2,center
277064,11,SS,2,center
277065,10,SS,2,center
277066,9,SS,2,center
277067,8,SS,2,center
277068,7,SS,2,center
277069,6,SS,2,center
277070,5,SS,2,center
277071,4,SS,2,center
277072,3,SS,2,center
277073,2,SS,2,center
277074,1,SS,2,center
277079,101,SS,2,right
277080,103,SS,2,right
277081,105,SS,2,right
277082,107,SS,2,right
277083,109,SS,2,right
277084,111,SS,2,right
277085,113,SS,2,right
277086,115,SS,2,right
277087,117,SS,2,right
277088,119,SS,2,right
277089,121,SS,2,right
277090,123,SS,2,right
277091,125,SS,2,right
277092,127,SS,2,right
277093,129,SS,2,right
277094,131,SS,2,right
277116,134,TT,2,left
277117,132,TT,2,left
277118,130,TT,2,left
277119,128,TT,2,left
277120,126,TT,2,left
277121,124,TT,2,left
277122,122,TT,2,left
277123,120,TT,2,left
277124,118,TT,2,left
277125,116,TT,2,left
277126,114,TT,2,left
277127,112,TT,2,left
277128,110,TT,2,left
277129,108,TT,2,left
277130,106,TT,2,left
277131,104,TT,2,left
277132,102,TT,2,left
277137,18,TT,2,center
277138,17,TT,2,center
277139,16,TT,2,center
277140,15,TT,2,center
277141,14,TT,2,center
277142,13,TT,2,center
277143,12,TT,2,center
277144,11,TT,2,center
277145,10,TT,2,center
277146,9,TT,2,center
277147,8,TT,2,center
277148,7,TT,2,center
277149,6,TT,2,center
277150,5,TT,2,center
277151,4,TT,2,center
277152,3,TT,2,center
277153,2,TT,2,center
277154,1,TT,2,center
277159,101,TT,2,right
277160,103,TT,2,right
277161,105,TT,2,right
277162,107,TT,2,right
277163,109,TT,2,right
277164,111,TT,2,right
277165,113,TT,2,right
277166,115,TT,2,right
277167,117,TT,2,right
277168,119,TT,2,right
277169,121,TT,2,right
277170,123,TT,2,right
277171,125,TT,2,right
277172,127,TT,2,right
277173,129,TT,2,right
277174,131,TT,2,right
277175,133,TT,2,right
277196,134,UU,2,left
277197,132,UU,2,left
277198,130,UU,2,left
277199,128,UU,2,left
277200,126,UU,2,left
277201,124,UU,2,left
277202,122,UU,2,left
277203,120,UU,2,left
277204,118,UU,2,left
277205,116,UU,2,left
277206,114,UU,2,left
277207,112,UU,2,left
277208,110,UU,2,left
277209,108,UU,2,left
277210,106,UU,2,left
277211,104,UU,2,left
277212,102,UU,2,left
277218,17,UU,2,center
277219,16,UU,2,center
277220,15,UU,2,center
277221,14,UU,2,center
277222,13,UU,2,center
277223,12,UU,2,center
277224,11,UU,2,center
277225,10,UU,2,center
277226,9,UU,2,center
277227,8,UU,2,center
277228,7,UU,2,center
277229,6,UU,2,center
277230,5,UU,2,center
277231,4,UU,2,center
277232,3,UU,2,center
277233,2,UU,2,center
277234,1,UU,2,center
277239,101,UU,2,right
277240,103,UU,2,right
277241,105,UU,2,right
277242,107,UU,2,right
277243,109,UU,2,right
277244,111,UU,2,right
277245,113,UU,2,right
277246,115,UU,2,right
277247,117,UU,2,right
277248,119,UU,2,right
277249,121,UU,2,right
277250,123,UU,2,right
277251,125,UU,2,right
277252,127,UU,2,right
277253,129,UU,2,right
277254,131,UU,2,right
277255,133,UU,2,right
277276,134,VV,2,left
277277,132,VV,2,left
277278,130,VV,2,left
277279,128,VV,2,left
277280,126,VV,2,left
277281,124,VV,2,left
277282,122,VV,2,left
277283,120,VV,2,left
277284,118,VV,2,left
277285,116,VV,2,left
277286,114,VV,2,left
277287,112,VV,2,left
277288,110,VV,2,left
277289,108,VV,2,left
277290,106,VV,2,left
277291,104,VV,2,left
277292,102,VV,2,left
277297,18,VV,2,center
277298,17,VV,2,center
277299,16,VV,2,center
277300,15,VV,2,center
277301,14,VV,2,center
277302,13,VV,2,center
277303,12,VV,2,center
277304,11,VV,2,center
277305,10,VV,2,center
277306,9,VV,2,center
277307,8,VV,2,center
277308,7,VV,2,center
277309,6,VV,2,center
277310,5,VV,2,center
277311,4,VV,2,center
277312,3,VV,2,center
277313,2,VV,2,center
277314,1,VV,2,center
277319,101,VV,2,right
277320,103,VV,2,right
277321,105,VV,2,right
277322,107,VV,2,right
277323,109,VV,2,right
277324,111,VV,2,right
277325,113,VV,2,right
277326,115,VV,2,right
277327,117,VV,2,right
277328,119,VV,2,right
277329,121,VV,2,right
277330,123,VV,2,right
277331,125,VV,2,right
277332,127,VV,2,right
277333,129,VV,2,right
277334,131,VV,2,right
277335,133,VV,2,right
277356,134,WW,2,left
277357,132,WW,2,left
277358,130,WW,2,left
277359,128,WW,2,left
277360,126,WW,2,left
277361,124,WW,2,left
277362,122,WW,2,left
277363,120,WW,2,left
277364,118,WW,2,left
277365,116,WW,2,left
277366,114,WW,2,left
277367,112,WW,2,left
277368,110,WW,2,left
277369,108,WW,2,left
277370,106,WW,2,left
277371,104,WW,2,left
277372,102,WW,2,left
277377,18,WW,2,center
277378,17,WW,2,center
277379,16,WW,2,center
277380,15,WW,2,center
277381,14,WW,2,center
277382,13,WW,2,center
277383,12,WW,2,center
277384,11,WW,2,center
277385,10,WW,2,center
277386,9,WW,2,center
277387,8,WW,2,center
277388,7,WW,2,center
277389,6,WW,2,center
277390,5,WW,2,center
277391,4,WW,2,center
277392,3,WW,2,center
277393,2,WW,2,center
277394,1,WW,2,center
277399,101,WW,2,right
277400,103,WW,2,right
277401,105,WW,2,right
277402,107,WW,2,right
277403,109,WW,2,right
277404,111,WW,2,right
277405,113,WW,2,right
277406,115,WW,2,right
277407,117,WW,2,right
277408,119,WW,2,right
277409,121,WW,2,right
277410,123,WW,2,right
277411,125,WW,2,right
277412,127,WW,2,right
277413,129,WW,2,right
277414,131,WW,2,right
277415,133,WW,2,right
277437,132,XX,2,left
277438,130,XX,2,left
277439,128,XX,2,left
277440,126,XX,2,left
277441,124,XX,2,left
277442,122,XX,2,left
277443,120,XX,2,left
277444,118,XX,2,left
277445,116,XX,2,left
277446,114,XX,2,left
277447,112,XX,2,left
277448,110,XX,2,left
277449,108,XX,2,left
277450,106,XX,2,left
277451,104,XX,2,left
277452,102,XX,2,left
277457,18,XX,2,center
277458,17,XX,2,center
277459,16,XX,2,center
277460,15,XX,2,center
277471,4,XX,2,center
277472,3,XX,2,center
277473,2,XX,2,center
277474,1,XX,2,center
277479,101,XX,2,right
277480,103,XX,2,right
277481,105,XX,2,right
277482,107,XX,2,right
277483,109,XX,2,right
277484,111,XX,2,right
277485,113,XX,2,right
277486,115,XX,2,right
277487,117,XX,2,right
277488,119,XX,2,right
277489,121,XX,2,right
277490,123,XX,2,right
277491,125,XX,2,right
277492,127,XX,2,right
277493,129,XX,2,right
277494,131,XX,2,right
277519,128,YY,2,left
277520,126,YY,2,left
277521,124,YY,2,left
277522,122,YY,2,left
277523,120,YY,2,left
277524,118,YY,2,left
277525,116,YY,2,left
277526,114,YY,2,left
277527,112,YY,2,left
277528,110,YY,2,left
277529,108,YY,2,left
277530,106,YY,2,left
277531,104,YY,2,left
277532,102,YY,2,left
277538,17,YY,2,center
277539,16,YY,2,center
277540,15,YY,2,center
277552,3,YY,2,center
277553,2,YY,2,center
277554,1,YY,2,center
277559,101,YY,2,right
277560,103,YY,2,right
277561,105,YY,2,right
277562,107,YY,2,right
277563,109,YY,2,right
277564,111,YY,2,right
277565,113,YY,2,right
277566,115,YY,2,right
277567,117,YY,2,right
277568,119,YY,2,right
277569,121,YY,2,right
